startdate, enddate, title, description, importance, link, icon, image, date_display, low threshold, high threshold, y_position
"1910-01-02 04:53:00","1910-01-02 04:53:00","1910-1960: línea de tiempo de la República Argentina","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1di89MjHFBF7QlgiDL1iS1SnzfNQPjxyc/view?usp=sharing"",""label"":""link""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","ye","1","100","0",""
"1913-07-01 20:30:00","1913-07-01 20:30:00","1913: Gran Bretaña: sus &#34;ingresos invisibles&#34; pagaban sus importaciones completamente (1913 a 1922)","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1914-07-28 12:00:00","1914-07-28 12:00:00","28-07-1914: Primera Guerra Mundial","<p></p>","75","[{""url"":""https://drive.google.com/file/d/1xZR25IJzxmq4PlnePlJCM5PtPyeU8Liu/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1914-07-28 19:18:00","1914-07-28 19:18:00","28-07-1914: Primera Guerra Mundial (cont.)","<p></p>","75","[{""url"":""https://drive.google.com/file/d/1PAHn2Dq8d5EdytKB7OhUHM2RYAuorq8n/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1914-07-29 02:11:00","1914-07-29 02:11:00","28-07-1914 1ª Guerra Mundial (cont 1)","<p></p>","70","[{""url"":""https://drive.google.com/file/d/1zytbx8GeY8GBbUxrKs4crNCWS-YLWPta/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1914-07-29 02:11:00","1914-07-29 02:11:00","28-07-1914: 1ª Guerra Mundial (cont 2)","<p></p>","70","[{""url"":""https://drive.google.com/file/d/1NwTCq1PHsAYhtc7bLXJg1CC7Edgfz-RM/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1914-07-29 02:11:00","1914-07-29 02:11:00","28-07-1914: 1ª Guerra Mundial (cont 3)","<p></p>","70","[{""url"":""https://drive.google.com/file/d/1NwTCq1PHsAYhtc7bLXJg1CC7Edgfz-RM/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1914-07-29 02:11:00","1914-07-29 02:11:00","28-07-1914: 1ª Guerra Mundial (cont 4)","<p></p>","70","[{""url"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1916-10-12 21:02:00","1916-10-12 21:02:00","12-10-1916 a 12-10-1922: Primera Presidencia del Dr. Yrigoyen","<p></p>","60","[{""url"":""https://drive.google.com/file/d/10eMlU_izuIyJcoEYfzPeilVZxCzg5fpV/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1917-02-02 04:53:00","1917-02-02 04:53:00","8-3 al 7-11-1917: Revolución Rusa","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1atc1A85c_TFSansuFcr-deGfcyNnIUXU/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""600"",""height"":""600""}","mo","1","100","0",""
"1917-03-09 04:53:00","1917-03-09 04:53:00","8-3 al 7-11-1917: Revolución Rusa","<p></p>","65","[{""url"":""https://drive.google.com/file/d/158kkBaXI2RIK4aVL3NslsLITbaWWiXoD/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1919-01-07 21:02:00","1919-01-07 21:02:00","7 al 14-01-1919: la Semana Trágica","<p></p>","60","[{""url"":""https://drive.google.com/file/d/1l4ZktJpTPYgND80U3-IThH6RX_b4jdkr/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""600"",""height"":""600""}","da","1","100","0",""
