startdate, enddate, title, description, importance, link, icon, image, date_display, low threshold, high threshold, y_position
"1976-01-01 17:02:00","1976-01-01 17:02:00","Década 1970: euforia especulativa","<p></p>","50","","shapes/triangle_gray.png","","ye","1","100","0",""
"1976-03-24 08:00:00","1976-03-24 08:00:00","24-03-1976: Golpe de Estado y Dictadura Cívico-Militar (cont.)","<p></p>","55","[{""url"":""https://drive.google.com/open?id=1OauLRxef_R4dv1cRkmIFXDCCout-1khN"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1976-03-24 18:07:00","1976-03-24 18:07:00","24-03-1976: Primera Junta Militar de Gobierno (Teniente General Jorge Videla) (hasta 29-03-1981). Ministro de economía: Joaquín de las Heras (hasta 29-03-76)","<p></p>","60","[{""url"":""https://drive.google.com/file/d/1WiI6MTXvspv51VzDQV5qyteRXvVKWzUe/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1976-03-25 02:12:00","1976-03-25 02:12:00","A partir de 1976: turismo receptivo","<p></p>","55","[{""url"":""https://drive.google.com/file/d/1mc8x9XyFOtNKPmHEfcUMZ1fYEUD-CHE2/view?usp=sharing"",""label"":""Turismo""}]","shapes/triangle_gray.png","{""src"":""http://guejarsierra.org/wp-content/uploads/2017/03/puntos_informacion.png"",""display_class"":""inline"",""scale"":""25"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1976-03-29 19:08:00","1976-03-29 19:08:00","29-03-1976: Ministro de Economía José Alfredo Martínez de Hoz (hasta 29-03-1981)","<p></p>","55","","shapes/triangle_gray.png","","da","1","100","0",""
"1976-04-01 22:24:00","1976-04-01 22:24:00","1976-1979: 1º etapa del endeudamiento argentino (Ferrer), con préstamos para formación de RI y estabilizar precios con E fijo","<p></p>","55","","shapes/triangle_gray.png","","ye","1","100","0",""
"1976-04-02 08:00:00","1976-04-02 08:00:00","02-04-1976: Plan Económico Martínez de Hoz (cont.)","<p></p>","55","[{""url"":""https://drive.google.com/open?id=17GzkvlUT_soipGZg8ZpAsyXzQneI-34_"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1976-04-02 22:24:00","1976-04-02 22:24:00","02-04-1976: Plan de Martínez de Hoz. 1º etapa: 1976-1978","<p></p>","55","[{""url"":""https://drive.google.com/file/d/1Y1CAWNV4dVsfxBjbJ6YDp9TQx9s3L6T3/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1976-05-01 22:24:00","1976-05-01 22:24:00","2º mitad de la década de 1970: etapa de alta liquidez internacional","<p></p>","55","","shapes/triangle_gray.png","","ye","1","100","0",""
"1976-08-02 04:10:00","1976-08-02 04:10:00","Ago-1976: desregulación de la inversión extranjera","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1976-09-16 22:24:00","1976-09-16 22:24:00","16-09-1976: la &#34;noche de los lápices&#34;","<p></p>","50","[{""url"":""https://drive.google.com/file/d/1ZS6ouqwuzv6IjKxaqhwwWubIyzuO5JV1/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1976-12-02 04:10:00","1976-12-02 04:10:00","Fines 1976: reformas del sector externo (unificación del mercado de divisas)","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1977-04-30 22:24:00","1977-04-30 22:24:00","30-04-1977: 1º manifestación de las &#34;Madres de Plaza de Mayo&#34; en reclamo por los desaparecidos","<p></p>","55","[{""url"":""https://drive.google.com/file/d/1X1jSU2UdaWm4cUgiDam1ZvnSeAiZ-HFC/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","mo","1","100","0",""
"1977-05-01 22:24:00","1977-05-01 22:24:00","May-1977: se conoció el Laudo Arbitral sobre el diferendo del Beagle","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1977-07-01 22:24:00","1977-07-01 22:24:00","Jul-1977: reforma del sistema monetario y bancario (favorable a sector financiero). Creación de la Cuenta de Regulación Monetaria","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1978-01-26 22:24:00","1978-01-26 22:24:00","26-01-1978: Argentina declaró la nulidad del Laudo Arbitral del Beagle","<p></p>","50","[{""url"":""https://drive.google.com/file/d/1WiI6MTXvspv51VzDQV5qyteRXvVKWzUe/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
