startdate, enddate, title, description, importance, link, icon, image, date_display, low threshold, high threshold, y_position
"1929-10-24 20:56:00","1929-10-24 20:56:00","24-10-1929: crack de la Bolsa de New York","<p></p>","75","[{""url"":""https://drive.google.com/file/d/1FRG8qyEyPc3CT4y4vgA0iqgCcrQOxZwO/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1930-01-01 18:22:00","1930-01-01 18:22:00","Década de 1930: contexto histórico internacional","<p></p>","60","[{""url"":""https://drive.google.com/file/d/1dw-R8UO9-wTsPdIVhxY8M7-NndcseBhM/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1930-01-18 20:56:00","1930-01-18 20:56:00","18-01-1930: intento frustrado de firmar el convenio D´Abernon ","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1930-07-01 20:56:00","1930-07-01 20:56:00","1930: Gran Depresión del 30","<p></p>","75","","shapes/triangle_gray.png","","ye","1","100","0",""
"1930-07-01 20:56:00","1930-07-01 20:56:00","1930 al 1936: &#34;nacionalismo oligárquico&#34; o &#34;uriburismo&#34;","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1930-09-06 07:40:00","1930-09-06 07:40:00","06-09-1930 Golpe de Estado de Uriburu (bis)","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1gCIWrsk8TO1PMrxQ72PxFs8Gbx7flpPk/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1930-09-06 07:40:00","1930-09-06 07:40:00","06-09-1930: gobierno de facto del Gral. Uriburu","<p></p>","60","[{""url"":""https://drive.google.com/file/d/14UKmQvBI56ONNUJH-s5_THQR2oGIFgLP/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1930-09-06 20:56:00","1930-09-06 20:56:00","1930: comienzo de la &#34;década infame&#34; (escándalos de corrupción; hasta 04-06-1943)","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1Dd7s1WnqGZn18m9WpiY-Dosq0tRrue2p/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","ye","1","100","0",""
"1930-09-06 23:40:00","1930-09-06 23:40:00","06-09-1930: golpe de Estado a Yrigoyen, por Uriburu","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1VXsYGbt6pTUnMKT3X4QiZMlJxqbX4Z16/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1930-09-06 23:40:00","1930-09-06 23:40:00","06-09-1930: gobierno de facto de José Félix Uriburu (hasta 20-02-1932)","<p></p>","65","[{""url"":""https://drive.google.com/file/d/10jwPOUWd5xQw3Kpi5N9F8M1hF6uCTDES/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":0,""height"":0}","da","1","100","0",""
"1930-09-07 07:40:00","1930-09-07 07:40:00","07-09-1930: Ministro de Economía E. Pérez (hasta 16-04-1931)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1930-09-07 07:40:00","1930-09-07 07:40:00","07-09-1930: Ministro de Economía E. Pérez (hasta 16-04-1931)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1930-09-27 19:38:00","1930-09-27 19:38:00","27-09-1930 Creación de la Confederación General del Trabajo (CGT)","<p></p>","65","[{""url"":""https://drive.google.com/file/d/1QUAJ4UiJbizcg_3dJFNHyIcwczKGOPwA/view?usp=sharing"",""label"":""InformaciÃ³n""}]","shapes/triangle_gray.png","{""src"":""http://www.cooperacion2005.es/wp-content/uploads/2015/09/11949858491812712425information_sign_mo_01.svg_.hi_.png"",""display_class"":""inline"",""scale"":""8"",""width"":""0"",""height"":""0""}","da","1","100","0",""
"1931-01-01 20:56:00","1931-01-01 20:56:00","1931 a 1940: creación de comisiones asesoras y juntas reguladoras de distintos sectores productivos: cerealero, cárnico, azucarero, vitivinícola, textil, etc","<p></p>","50","","shapes/triangle_gray.png","","da","1","100","0",""
"1931-04-17 12:42:00","1931-04-17 12:42:00","17-04-1931: Ministro de Economía E. Uriburu (hasta 20-02-1932)","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1931-07-01 07:40:00","1931-07-01 07:40:00","1931 a 1943: período de &#34;fraude patriótico&#34;","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1931-07-01 22:21:00","1931-07-01 22:21:00","1931: reformas presupuestarias en 1931-32 (heterodoxas)","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1931-07-01 22:21:00","1931-07-01 22:21:00","1931: sustitución de importaciones: aumento masivo de aranceles externos","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1931-07-01 22:21:00","1931-07-01 22:21:00","1931: Gran Bretaña abandonó el patrón oro","<p></p>","60","","shapes/triangle_gray.png","","ye","1","100","0",""
"1931-10-01 22:21:00","1931-10-01 22:21:00","Oct-1931: impuesto a los réditos","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
"1931-10-10 20:56:00","1931-10-10 20:56:00","10-10-1931: 1º etapa del Control de Cambios: creación Comisión de Control de Cambios","<p></p>","60","","shapes/triangle_gray.png","","da","1","100","0",""
"1931-11-01 23:40:00","1931-11-01 23:40:00","Nov-1931: elecciones presidenciales: triunfo de la Concordancia: Justo (abstención del radicalismo)","<p></p>","50","","shapes/triangle_gray.png","","mo","1","100","0",""
"1932-01-01 20:56:00","1932-01-01 20:56:00","Ene-1932: se reglamenta la negociación de cambios: comisión podía establecer un tipo de cambio máximo y uno mínimo","<p></p>","60","","shapes/triangle_gray.png","","mo","1","100","0",""
